host_id,neighbourhood,room_type,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,price
889106,214,1,4,80,1.55,1,0,4.330733340286331
871727,209,1,30,5,0.07,1,359,4.61512051684126
279078,13,0,2,187,1.97,2,287,4.605170185988092
904833,34,0,1,2,0.02,1,0,5.525452939131784
906200,214,0,6,1,0.02,1,233,5.860786223465865
909146,158,0,3,67,0.7,1,129,5.14166355650266
909234,64,0,1,63,0.68,1,0,5.111987788356544
179020,95,1,1,89,1.0,1,353,4.605170185988092
912541,34,1,4,1,0.02,1,365,5.545177444479562
489400,63,0,3,177,1.86,1,297,5.135798437050262
915640,51,0,4,90,0.94,1,56,4.605170185988092
918866,201,0,7,39,0.41,1,44,5.135798437050262
920542,13,0,3,42,0.44,1,355,5.081404364984463
922922,158,0,3,33,0.35,1,156,5.375278407684165
874471,151,0,3,179,2.02,1,273,4.875197323201151
923915,64,1,3,81,0.85,2,274,4.709530201312334
936114,95,1,28,43,0.45,2,258,5.017279836814924
302936,214,1,30,52,0.54,1,276,4.189654742026425
938056,189,1,2,160,1.68,1,65,4.330733340286331
48599,34,0,6,23,0.27,2,0,5.010635294096256
936830,202,1,6,35,0.37,1,180,4.499809670330265
940724,206,1,1,225,2.35,1,343,3.9318256327243257
949221,159,1,1,401,6.62,2,43,3.784189633918261
949221,159,1,1,72,0.84,2,96,3.7612001156935615
304493,214,1,1,46,0.97,1,59,4.454347296253507
953279,13,0,3,83,1.19,1,255,4.941642422609304
611716,151,1,1,211,2.21,2,252,4.663439094112067
953565,151,0,5,15,0.16,1,0,5.583496308781699
960836,95,0,1,122,1.29,1,20,5.010635294096256
964482,94,1,2,295,3.9,2,188,4.23410650459726
289135,13,0,3,207,2.18,1,304,4.605170185988092
971075,94,1,3,50,0.65,2,38,4.330733340286331
973438,214,1,2,273,2.85,1,254,4.61512051684126
933378,201,2,1,0,0.0,1,0,4.51085950651685
568325,64,0,30,25,0.26,1,46,5.081404364984463
988350,151,0,4,105,1.62,1,328,5.25227342804663
918087,13,1,4,72,0.76,3,0,4.219507705176107
1000477,201,0,1,8,0.08,1,0,5.25227342804663
51038,41,0,2,58,0.61,6,199,5.517452896464707
903686,214,1,6,8,0.09,1,249,4.61512051684126
464506,35,1,3,172,1.84,2,64,4.564348191467836
1007558,191,1,1,330,7.14,1,111,5.017279836814924
1010242,13,0,3,123,1.29,1,287,4.983606621708336
1011426,28,1,2,55,0.59,1,286,3.737669618283368
1012691,214,0,4,87,0.99,1,263,4.795790545596741
12221,48,1,3,258,2.7,2,276,3.9318256327243257
1014639,80,0,2,4,0.18,1,0,5.062595033026967
1017473,214,0,14,31,0.33,1,263,5.278114659230517
1018472,175,0,4,128,1.34,2,90,4.262679877041316
1024355,214,0,3,14,0.15,1,0,5.225746673713202
1029021,13,0,3,30,0.32,3,11,4.983606621708336
1031148,189,1,28,258,2.9,1,287,3.9318256327243257
306739,91,0,3,228,2.39,3,1,5.225746673713202
272730,64,0,1,60,0.65,1,0,5.525452939131784
666271,209,1,90,9,0.2,1,338,4.394449154672439
1094178,191,0,2,179,1.88,1,44,5.442417710521793
1096084,85,0,7,9,0.1,1,0,4.61512051684126
293130,28,1,1,1,0.37,1,5,3.713572066704308
800223,119,1,30,25,0.49,1,0,5.303304908059076
1109658,70,1,2,2,0.05,1,158,4.394449154672439
1112560,13,1,3,152,1.6,3,192,4.382026634673881
864735,117,0,30,24,0.25,8,358,4.564348191467836
1114587,202,0,2,45,0.47,3,31,5.707110264748875
1121193,81,0,30,7,0.08,1,241,4.61512051684126
1129218,94,1,7,19,0.35,1,285,4.394449154672439
447754,17,0,1,24,0.26,1,183,4.709530201312334
759583,41,0,4,8,0.09,2,189,5.153291594497779
1138692,119,0,1,29,0.31,2,162,5.298317366548036
1138692,119,0,1,14,0.15,2,158,5.298317366548036
1139574,94,1,1,33,0.38,1,84,4.61512051684126
921500,94,1,4,99,1.04,1,260,4.02535169073515
918087,13,1,3,59,0.62,3,0,4.330733340286331
1144415,64,0,3,142,1.5,1,166,4.990432586778736
846050,144,1,2,0,0.0,1,0,5.525452939131784
1146744,91,0,29,22,0.23,1,335,4.762173934797756
4887492,197,1,3,82,0.87,2,90,5.017279836814924
22486,151,1,2,23,0.24,6,342,4.795790545596741
1153993,34,0,4,32,0.34,1,28,5.298317366548036
1164642,158,0,5,24,0.25,1,363,5.017279836814924
1165231,94,1,1,59,0.63,2,86,4.248495242049359
1165231,94,1,55,6,0.08,2,83,5.707110264748875
991380,19,0,4,18,0.21,1,0,5.442417710521793
1173599,127,0,4,3,0.03,1,0,4.836281906951478
1112560,13,1,3,115,1.21,3,264,4.382026634673881
663879,80,1,3,154,1.63,2,305,4.875197323201151
1177497,41,1,1,164,1.73,11,356,5.480638923341991
1177947,176,0,6,76,0.8,1,278,4.330733340286331
815977,214,0,3,116,1.23,2,135,5.3981627015177525
209460,13,0,3,234,2.47,4,308,4.394449154672439
1187935,64,0,2,120,1.27,1,229,5.666426688112432
1191142,13,0,4,82,0.87,1,273,4.912654885736052
1192424,209,0,3,13,0.15,1,83,5.420534999272286
1192610,35,1,30,59,0.64,1,281,4.709530201312334
1194377,13,0,7,63,1.87,1,321,4.61512051684126
1190088,95,1,2,52,0.55,1,303,4.875197323201151
1097545,64,1,1,278,2.95,3,192,4.499809670330265
507304,190,0,5,1,0.01,1,0,5.303304908059076
1203500,13,0,2,35,0.4,1,36,4.394449154672439
12221,47,1,5,235,2.49,2,271,3.9318256327243257
292204,61,0,28,115,1.21,2,341,4.912654885736052
1207399,64,1,1,109,1.15,1,333,4.51085950651685
1184442,178,1,5,1,0.01,1,210,5.602118820879701
1217241,13,0,3,305,3.24,1,231,4.709530201312334
763420,61,0,1,102,1.52,1,308,4.983606621708336
1220414,95,0,30,83,0.88,1,292,5.19295685089021
1012895,166,1,1,19,0.25,1,311,4.02535169073515
1223568,127,1,2,61,0.65,1,264,4.709530201312334
902054,94,0,5,89,0.94,1,153,5.786897381366708
1229984,117,1,30,65,0.74,3,219,4.330733340286331
1234405,182,0,1,40,0.44,1,0,5.707110264748875
83257,209,1,30,80,0.86,2,332,4.875197323201151
1236070,127,0,30,136,1.45,1,120,5.25227342804663
1236817,119,0,3,100,1.06,1,191,5.303304908059076
1240820,214,0,2,125,1.36,3,248,5.198497031265826
4166168,53,0,5,40,0.5,1,67,5.860786223465865
1151987,64,0,4,0,0.0,1,0,5.081404364984463
1146958,112,0,30,139,1.59,4,325,5.278114659230517
1243192,92,0,30,0,0.0,1,249,5.488937726156687
65064,35,0,7,2,0.03,1,0,5.707110264748875
1256874,54,0,28,49,0.53,1,313,4.330733340286331
1257309,119,0,5,8,0.11,1,0,4.61512051684126
1257760,86,0,1,0,0.0,1,12,5.991464547107982
136962,80,1,5,124,1.32,1,69,4.454347296253507
1258363,159,0,21,5,0.12,1,0,4.394449154672439
1263176,158,1,1,147,1.57,1,293,4.02535169073515
1177497,41,1,1,43,0.46,11,363,6.084499413075172
1264655,13,0,6,8,0.33,1,4,4.709530201312334
1269455,209,0,2,37,0.39,1,257,5.303304908059076
1177497,41,1,1,120,1.28,11,362,5.634789603169249
1273825,214,0,1,24,0.29,1,0,4.927253685157205
1276497,13,0,3,5,0.05,1,365,5.638354669333745
288711,214,0,30,242,2.59,1,102,5.298317366548036
714200,103,1,4,229,2.45,1,26,4.276666119016055
1260921,111,1,2,108,1.36,2,302,3.7612001156935615
1288460,13,0,2,181,1.92,1,280,5.198497031265826
825022,34,0,5,34,0.39,1,302,5.424950017481403
283604,51,1,3,5,0.05,1,281,4.454347296253507
1292250,86,0,1,5,0.06,1,0,4.912654885736052
3647,68,0,4,60,0.64,2,297,4.382026634673881
936630,119,0,1,238,2.59,1,246,5.043425116919247
417504,91,0,3,34,0.37,28,60,5.298317366548036
605463,209,0,3,131,1.4,4,296,6.55250788703459
1306587,209,0,4,6,0.16,1,0,5.5093883366279774
1307773,206,1,60,4,0.06,1,364,4.836281906951478
758441,13,1,1,7,0.08,4,281,4.61512051684126
1311398,214,0,5,125,3.04,1,0,5.69035945432406
945499,51,1,3,0,0.0,1,0,5.017279836814924
1311870,35,0,1,49,0.58,1,0,4.787491742782046
1313306,94,1,1,11,0.12,2,365,4.836281906951478
1313306,94,0,5,0,0.0,2,365,5.993961427306569
1314834,92,0,3,107,1.15,1,249,6.746412128573375
1278802,214,1,2,241,2.6,1,303,4.867534450455582
1317343,202,1,1,176,1.89,1,300,4.948759890378168
297769,35,1,4,151,1.63,2,323,4.7535901911063645
1325961,61,0,3,49,0.53,2,0,5.303304908059076
552343,190,0,120,13,0.14,1,204,4.574710978503383
417504,91,0,3,33,0.47,28,60,5.298317366548036
417504,91,0,3,24,0.32,28,84,5.298317366548036
417504,91,0,3,59,0.66,28,60,5.298317366548036
1331493,23,1,1,2,0.04,1,303,4.248495242049359
1331850,202,0,2,16,0.23,1,261,5.225746673713202
1332108,94,1,2,72,0.77,1,0,4.406719247264253
417504,91,0,3,24,0.26,28,60,5.298317366548036
417504,91,0,3,23,0.26,28,60,5.298317366548036
417504,91,0,3,43,0.47,28,60,5.298317366548036
417504,91,0,3,30,0.32,28,56,5.298317366548036
417504,91,0,3,39,0.44,28,84,5.298317366548036
417504,91,1,3,8,0.09,28,58,5.857933154483459
417504,91,1,3,3,0.03,28,60,5.521460917862246
417504,91,1,3,6,0.1,28,60,5.703782474656201
417504,91,1,3,4,0.05,28,81,5.19295685089021
1267021,104,1,5,56,0.66,3,365,4.007333185232471
417504,91,1,3,7,0.08,28,60,6.396929655216146
1336542,41,0,1,2,0.03,1,0,4.709530201312334
1340007,28,0,2,178,2.69,1,297,5.3981627015177525
1302029,214,1,30,30,0.8,1,91,4.499809670330265
1343630,13,0,2,190,2.04,1,315,5.14166355650266
506779,145,0,7,25,0.27,2,338,6.206575926724928
1346437,189,0,10,81,0.98,2,40,4.394449154672439
1347034,34,0,2,7,0.08,1,361,6.634633357861686
1348494,43,1,4,216,2.31,1,288,4.59511985013459
315401,13,0,30,31,0.33,1,218,4.836281906951478
1123923,52,1,90,53,0.57,2,1,3.8918202981106265
1356046,214,1,3,247,2.65,2,117,4.174387269895637
1358312,41,0,3,233,2.5,1,0,5.043425116919247
1354758,151,0,3,135,1.45,1,204,4.941642422609304
1233267,185,1,4,20,0.23,1,0,4.330733340286331
436599,209,0,4,46,0.5,1,20,5.786897381366708
1359611,34,0,365,10,0.12,1,0,5.278114659230517
1360043,94,1,1,143,2.83,1,0,4.07753744390572
1360198,2,0,2,21,0.26,4,333,5.525452939131784
1360198,2,1,7,0,0.0,4,189,3.9318256327243257
1360198,2,0,2,8,0.09,4,353,4.836281906951478
52335,80,0,7,4,0.05,2,0,4.262679877041316
480943,201,0,2,314,3.45,2,206,5.247024072160486
696482,13,0,3,18,0.25,1,1,4.875197323201151
1370358,209,0,7,11,0.12,1,0,4.983606621708336
568103,73,1,7,51,0.55,1,307,4.624972813284271
1372786,34,1,5,20,0.33,1,0,4.564348191467836
1359519,209,0,7,8,0.12,1,0,5.929589143389895
1376385,119,0,31,59,0.63,1,27,5.0369526024136295
1376778,60,0,4,54,0.62,1,27,4.532599493153256
535128,119,1,5,10,0.46,1,348,4.394449154672439
605463,209,0,4,153,1.66,4,246,5.707110264748875
1380060,80,0,3,110,1.2,1,15,4.983606621708336
1020539,64,1,2,69,0.91,2,0,4.48863636973214
1381171,94,0,1,1,0.18,1,5,5.049856007249537
1382749,214,0,180,24,0.26,1,0,5.225746673713202
1384111,189,1,2,95,1.02,2,0,4.30406509320417
1384559,202,0,2,129,1.41,1,107,5.420534999272286
305972,130,1,7,171,1.84,2,144,4.454347296253507
21188,51,1,2,20,0.59,1,98,4.605170185988092
1123923,52,1,90,17,0.27,2,0,3.8918202981106265
1390947,191,0,5,8,0.09,1,0,5.303304908059076
1392440,201,0,7,11,0.12,1,0,6.186208623900494
1394190,145,0,5,5,0.09,1,89,5.739792912179234
1394719,214,0,4,0,0.0,1,354,4.709530201312334
1385157,202,0,30,36,0.39,5,286,4.700480365792417
1385157,202,0,30,16,0.17,5,252,5.123963979403259
1396546,80,0,15,5,0.12,1,189,4.997212273764115
1397061,34,0,4,0,0.0,1,0,5.3981627015177525
1397115,119,0,4,68,0.77,1,271,5.278114659230517
1398809,115,0,28,89,0.99,1,0,5.298317366548036
638721,73,1,30,10,1.02,1,0,4.189654742026425
1402454,163,1,1,38,0.85,1,0,4.02535169073515
1402951,205,1,2,15,0.17,1,337,3.9318256327243257
164675,108,1,2,20,0.42,1,347,4.110873864173311
661399,61,1,3,25,0.96,2,127,4.605170185988092
1406773,94,0,2,35,0.42,1,41,4.875197323201151
1380703,214,0,30,1,0.01,1,0,5.673323267171493
1408733,34,0,3,64,0.7,1,18,5.860786223465865
1410714,51,1,3,26,0.33,1,158,3.9318256327243257
1413098,117,1,2,244,2.74,1,270,4.574710978503383
1093220,28,1,15,21,0.29,3,88,3.828641396489095
1366310,220,1,2,270,2.95,2,306,4.454347296253507
1398639,13,1,10,16,0.19,3,216,3.555348061489413
1415590,64,0,3,24,0.26,1,16,5.525452939131784
1315849,214,1,1,30,0.33,2,365,5.25227342804663
1315849,214,1,2,5,0.06,2,365,4.330733340286331
1217923,159,0,4,115,1.25,1,312,4.543294782270004
1417166,13,1,5,9,0.19,2,33,4.110873864173311
1417166,13,1,5,45,0.52,2,0,4.189654742026425
1387370,127,0,365,19,0.21,1,365,4.836281906951478
1362808,201,0,3,5,0.08,1,27,5.707110264748875
1423798,92,0,2,203,2.22,1,300,5.017279836814924
1423613,206,0,122,20,0.41,1,216,4.04305126783455
1195295,64,0,3,49,0.53,1,365,5.703782474656201
511993,91,1,4,6,0.07,1,303,4.110873864173311
1402817,80,0,5,7,0.08,1,0,4.48863636973214
1427381,214,1,2,35,0.38,2,161,4.110873864173311
605463,209,0,5,28,0.31,4,297,7.170888478512505
1429642,61,1,6,0,0.0,1,0,5.303304908059076
1433395,94,1,2,54,0.88,1,50,4.605170185988092
1434654,28,0,3,115,1.75,2,28,4.709530201312334
1434931,41,0,5,6,0.13,1,317,4.912654885736052
1436404,201,0,15,1,0.02,1,275,4.709530201312334
1417757,13,0,3,204,2.31,1,80,5.111987788356544
1440691,190,0,180,1,0.03,1,365,4.852030263919617
130901,158,0,3,89,0.97,1,340,5.998936561946683
305972,94,1,6,130,1.42,2,97,4.454347296253507
1447684,91,1,7,15,0.25,3,365,4.330733340286331
1448432,64,0,30,52,0.6,1,314,4.941642422609304
950657,159,0,6,58,0.63,1,0,4.262679877041316
1451723,61,1,3,208,2.32,1,339,3.9318256327243257
1452026,4,1,5,3,0.03,1,0,3.4339872044851463
1132207,209,0,30,7,0.08,1,35,5.525452939131784
368528,51,1,1,1,0.04,1,0,4.174387269895637
1455825,94,0,3,2,0.06,1,365,5.707110264748875
1420300,13,0,4,122,1.37,1,257,6.68586094706836
240427,13,0,3,63,0.72,2,5,4.61512051684126
1151818,51,0,5,26,0.28,1,0,5.525452939131784
70614,209,0,27,1,0.01,1,0,5.303304908059076
1468658,91,0,5,14,0.16,1,0,4.948759890378168
1469036,94,1,1,107,2.38,1,304,4.875197323201151
1471384,108,0,30,3,0.05,1,286,4.51085950651685
36897,35,0,3,107,1.17,1,0,4.51085950651685
1464358,13,1,3,29,1.57,1,118,4.584967478670572
322934,85,0,6,69,0.76,1,265,4.5217885770490405
1474071,151,1,3,232,2.52,1,303,4.836281906951478
1474637,52,1,7,0,0.0,1,0,4.330733340286331
511175,64,0,7,24,0.26,2,125,5.198497031265826
1427381,214,0,7,0,0.0,2,354,5.707110264748875
524730,214,0,19,5,0.06,2,6,4.61512051684126
1476954,95,0,3,10,0.23,1,0,5.170483995038151
1366270,182,1,4,36,0.47,2,80,4.189654742026425
1482460,209,0,5,94,1.1,1,134,5.484796933490655
1475866,64,1,6,1,0.01,1,0,5.707110264748875
1486034,34,0,1,63,0.71,1,364,5.955837369464831
1487126,28,1,15,5,0.06,1,0,3.871201010907891
1491538,51,0,3,238,2.6,1,297,4.709530201312334
1492339,94,1,2,101,1.1,1,0,4.330733340286331
1029021,13,0,3,21,0.23,3,43,4.61512051684126
1495090,95,0,2,72,0.82,1,10,5.111987788356544
1495196,13,0,2,40,0.68,1,0,5.707110264748875
1495141,43,0,3,103,1.13,1,189,4.948759890378168
1495502,214,0,6,66,0.72,2,17,4.795790545596741
1498424,80,0,3,35,0.4,1,289,5.170483995038151
1496847,31,0,31,121,1.33,1,305,5.62040086571715
347036,64,0,8,15,0.19,1,0,5.19295685089021
632334,31,0,2,13,0.18,1,0,5.247024072160486
1502469,64,0,2,129,1.42,1,220,5.393627546352362
1503831,209,0,20,157,1.71,1,0,6.111467339502679
815741,178,0,5,8,0.11,1,0,5.521460917862246
1454655,117,1,2,5,0.06,1,362,4.189654742026425
1505217,91,0,4,46,0.52,1,121,5.525452939131784
207124,35,0,30,37,0.41,1,153,4.941642422609304
1470688,202,0,7,14,0.16,1,205,5.3471075307174685
1321504,51,0,5,37,0.45,1,310,4.795790545596741
1509416,4,0,5,1,0.03,1,0,4.262679877041316
1490696,209,1,3,209,2.38,1,236,4.51085950651685
169927,95,0,3,4,0.07,1,200,5.298317366548036
1513294,28,1,60,17,0.19,2,74,3.9318256327243257
1021834,51,0,5,0,0.0,1,0,4.61512051684126
910719,94,0,1,0,0.0,1,0,4.709530201312334
1495502,214,0,4,54,0.66,2,12,5.062595033026967
417504,91,0,3,43,0.49,28,84,5.298317366548036
1521432,4,0,3,7,0.08,1,0,5.262690188904886
417504,91,0,3,75,0.93,28,84,5.298317366548036
45682,202,0,1,88,0.99,1,0,5.017279836814924
417504,91,0,3,73,0.84,28,56,5.298317366548036
417504,91,0,3,89,1.06,28,62,5.298317366548036
417504,91,0,3,23,0.26,28,81,5.298317366548036
1521604,214,0,3,11,0.16,1,0,4.663439094112067
430188,214,1,28,84,1.12,6,310,4.912654885736052
417504,91,0,3,54,0.61,28,60,5.298317366548036
1523610,214,1,3,17,0.19,1,0,4.836281906951478
1387286,214,1,7,1,0.02,2,0,4.110873864173311
1525761,214,0,1,73,0.89,1,0,4.454347296253507
568585,202,0,3,36,0.47,1,29,5.707110264748875
496164,214,1,2,98,1.07,2,264,4.330733340286331
1528912,68,1,1,63,0.89,2,341,4.02535169073515
1530106,51,1,5,2,0.09,1,0,3.80666248977032
1530310,13,1,5,18,0.2,3,0,4.02535169073515
839679,214,1,3,24,0.28,3,0,3.4339872044851463
997124,80,1,3,1,0.07,1,0,3.58351893845611
1535987,214,1,1,2,0.05,1,363,4.262679877041316
1536533,214,0,14,23,0.25,1,25,4.875197323201151
1539749,13,1,2,93,1.12,4,0,3.970291913552122
1412944,214,1,3,0,0.0,1,358,4.330733340286331
236421,201,1,3,0,0.0,2,0,5.25227342804663
787261,178,0,5,152,1.69,1,109,5.525452939131784
1220404,63,0,1,119,1.39,2,289,4.61512051684126
1557998,91,0,4,9,0.1,1,188,4.875197323201151
1550578,94,1,2,44,0.49,1,260,4.948759890378168
1555897,74,1,2,158,1.77,1,168,4.330733340286331
8605,61,0,7,12,0.14,1,0,5.017279836814924
1561505,61,0,3,51,0.57,1,311,4.51085950651685
1562045,202,0,1,0,0.0,1,146,5.69035945432406
185753,202,0,2,11,0.13,1,2,5.017279836814924
1570170,214,0,3,236,2.74,2,242,5.198497031265826
1577493,80,1,3,16,0.18,1,0,4.912654885736052
1577961,28,1,5,123,1.42,1,46,4.189654742026425
1586945,202,1,3,14,0.22,1,365,4.605170185988092
1590548,91,1,14,65,0.73,1,364,5.010635294096256
1390555,40,1,1,50,0.56,1,352,4.0943445622221
745069,94,1,3,33,0.39,3,301,4.330733340286331
745069,94,1,3,30,0.35,3,322,4.330733340286331
1597481,13,1,3,13,0.15,1,298,4.330733340286331
1385157,202,0,30,18,0.2,5,285,4.700480365792417
72747,51,0,4,1,0.01,1,342,5.420534999272286
1601664,61,1,3,216,2.44,1,250,4.465908118654584
142147,166,1,2,98,1.09,1,326,3.970291913552122
1606222,158,1,2,61,0.86,1,90,4.61512051684126
1613244,119,0,30,13,0.34,9,289,4.605170185988092
1617817,64,1,3,136,1.52,1,193,4.499809670330265
279078,13,0,2,39,0.47,2,293,4.912654885736052
1631400,209,0,14,65,0.73,1,155,5.298317366548036
1631733,108,0,3,62,0.71,1,189,4.499809670330265
1632149,94,1,3,47,0.57,1,248,4.709530201312334
1633100,28,0,2,42,0.48,1,238,4.795790545596741
1639120,214,1,3,207,2.29,2,284,4.0943445622221
9647066,7,1,4,72,0.81,2,343,3.912023005428146
1639884,91,1,14,22,0.25,1,268,4.382026634673881
1643782,94,0,30,25,0.28,1,249,4.912654885736052
516347,182,0,2,215,2.42,1,291,5.225746673713202
1366194,214,0,4,26,0.73,1,0,5.420534999272286
1644452,86,0,5,18,0.21,1,0,5.5053315359323625
1644999,206,0,3,18,0.21,1,31,4.7535901911063645
1649300,214,0,2,320,3.6,1,0,5.786897381366708
1651591,214,1,2,160,1.8,2,79,4.564348191467836
1610852,209,1,2,78,1.22,1,0,4.795790545596741
6064192,202,0,30,64,0.72,1,157,6.214608098422191
1639120,214,1,2,219,2.44,2,277,4.330733340286331
1660724,201,1,1,66,0.94,1,353,4.700480365792417
1661965,214,0,3,25,0.29,1,0,5.081404364984463
92788,201,0,4,102,1.15,2,280,5.393627546352362
668564,201,0,2,32,0.47,1,7,5.075173815233827
51038,41,1,3,15,0.18,6,266,5.198497031265826
82896,64,0,5,1,0.02,1,0,5.017279836814924
1675255,112,0,3,12,0.14,1,271,4.672828834461906
1676487,127,0,10,19,0.27,1,101,5.703782474656201
1013131,202,0,3,297,3.37,1,205,5.19295685089021
890215,51,0,3,12,0.13,1,343,5.111987788356544
1680375,74,0,4,9,0.11,1,0,6.2166061010848646
1681546,35,0,15,9,0.1,1,190,5.525452939131784
312288,103,1,7,46,0.62,2,310,4.477336814478207
1697784,214,1,4,42,0.47,2,52,4.382026634673881
1698391,95,1,2,118,2.11,3,312,4.330733340286331
52043,214,0,30,53,0.6,1,0,5.303304908059076
547177,94,1,1,15,0.21,1,329,4.394449154672439
1709216,60,0,3,64,0.72,4,333,4.7535901911063645
1709216,60,0,3,51,0.58,4,327,4.7535901911063645
1709216,60,0,3,79,0.88,4,349,4.795790545596741
1711529,94,1,3,202,2.29,1,217,4.836281906951478
1723485,202,0,1,23,0.63,1,0,5.961005339623274
1732559,95,1,6,62,0.76,2,80,4.564348191467836
483013,202,0,2,36,0.45,1,0,4.605170185988092
168417,201,0,1,16,0.19,2,351,4.804021044733257
1740233,95,0,4,24,0.27,1,362,5.860786223465865
1740216,94,1,2,77,0.88,2,144,4.330733340286331
1732559,95,1,5,110,1.27,2,43,4.564348191467836
10609846,94,1,1,56,0.64,1,365,4.499809670330265
1746209,209,1,1,7,0.08,1,129,5.278114659230517
1745312,75,1,21,0,0.0,1,0,5.081404364984463
1745402,190,0,18,19,0.22,1,0,4.262679877041316
1755339,92,1,3,7,0.09,1,0,4.61512051684126
562614,119,0,1,53,0.6,1,0,4.948759890378168
251176,64,0,3,265,2.99,2,355,5.247024072160486
202507,214,1,5,0,0.0,1,0,5.081404364984463
1774431,151,0,30,8,0.1,1,280,5.187385805840755
74777,51,0,14,46,0.52,1,38,4.983606621708336
1747222,151,0,5,6,0.08,1,31,4.836281906951478
417652,34,0,4,75,0.86,1,324,5.583496308781699
1785800,159,1,5,11,0.13,3,365,4.356708826689592
1786901,201,1,3,5,1.47,9,0,4.110873864173311
314377,35,0,3,132,1.49,1,171,4.867534450455582
1474749,64,0,6,41,0.47,1,36,5.298317366548036
1797859,159,1,7,34,0.39,1,332,4.532599493153256
1251762,51,0,3,34,0.39,1,0,5.225746673713202
684129,127,0,7,27,0.31,1,192,4.709530201312334
1631288,214,1,4,30,0.34,1,139,4.189654742026425
1386983,127,1,3,214,2.45,2,167,4.912654885736052
1562039,201,2,30,12,0.14,1,0,4.7535901911063645
390251,94,1,2,6,0.09,4,10,5.170483995038151
256239,202,1,7,0,0.0,1,365,8.006700845440367
1840564,214,1,3,156,1.8,1,110,4.290459441148391
1842714,151,1,2,30,0.74,1,0,4.394449154672439
774128,51,0,5,1,0.02,1,0,4.836281906951478
1728785,91,1,5,3,0.09,1,242,4.795790545596741
179679,214,1,2,272,3.18,3,22,4.553876891600541
1863447,158,1,3,63,0.82,1,0,4.04305126783455
1863713,64,0,30,58,0.66,1,200,6.309918278226516
1869567,91,0,2,5,0.1,1,0,5.25227342804663
1879389,214,1,3,63,0.71,2,87,4.867534450455582
1884204,13,0,5,268,3.04,2,202,4.454347296253507
1887999,87,1,3,80,0.92,1,226,3.044522437723423
1895957,202,0,3,22,0.25,1,0,4.983606621708336
1900800,95,0,7,13,0.15,1,327,5.303304908059076
438133,151,0,4,23,0.67,2,262,4.836281906951478
1317588,175,0,30,3,0.08,1,0,3.9318256327243257
732535,94,1,3,10,0.12,3,359,5.081404364984463
732535,94,1,3,14,0.16,3,348,5.198497031265826
1928213,103,1,1,20,0.28,1,0,4.61512051684126
1930204,214,1,5,2,0.02,1,0,4.262679877041316
1931205,184,0,2,47,1.22,1,318,4.795790545596741
773928,187,1,2,6,0.19,1,363,4.709530201312334
1935291,201,1,7,93,1.06,1,70,4.663439094112067
1935605,127,0,3,116,1.32,1,0,5.525452939131784
1828506,112,1,240,15,0.17,1,90,4.31748811353631
390251,94,0,2,70,0.8,4,15,5.111987788356544
1939728,206,1,3,4,0.41,1,335,4.605170185988092
1146958,86,0,30,128,1.46,4,0,4.836281906951478
1947974,22,1,1,59,0.69,2,0,4.330733340286331
